respondent_id,year,district,region,gender,age,urban_rural,parent_education,monthly_household_income_ugx,completed,dropout
R04641,2022,Soroti,Eastern,Female,13,Rural,University,601792,1,0
R04642,2024,Soroti,Eastern,Female,12,Rural,Primary,447111,1,0
R04643,2021,Lira,Northern,Male,18,Rural,Tertiary,361056,1,0
R04644,2024,Mbarara,Western,Male,19,Urban,didnot attend school,253141,0,1
R04645,2024,Mbarara,Western,Male,14,Urban,Secondary,282959,1,0
R04646,2021,Gulu,Northern,Male,16,Urban,Secondary,115360,1,0
R04647,2022,Mbarara,Western,Female,15,Urban,Secondary,60125,1,0
R04648,2024,Soroti,Eastern,Male,20,Rural,Primary,269631,0,1
R04649,2024,Soroti,Eastern,Female,16,Rural,Tertiary,142983,0,1
R04650,2024,Jinja,Eastern,Male,14,Urban,Primary,400298,1,0
R04651,2024,Arua,Northern,Male,19,Rural,didnot attend school,417193,0,1
R04652,2022,Fort Portal,Western,Male,12,Rural,Secondary,119856,1,0
R04653,2021,Mbarara,Western,Female,13,Urban,Primary,428580,0,1
R04654,2024,Fort Portal,Western,Female,13,Rural,Tertiary,243063,1,0
R04655,2022,Masaka,Central,Female,16,Rural,Primary,304028,1,0
R04656,2021,Soroti,Eastern,Female,18,Rural,Primary,213045,0,1
R04657,2021,Jinja,Eastern,Female,13,Urban,Tertiary,403957,0,1
R04658,2021,Masaka,Central,Female,16,Rural,Secondary,217622,1,0
R04659,2021,Mbarara,Western,Male,18,Urban,Primary,627118,0,1
R04660,2024,Lira,Northern,Male,15,Rural,Secondary,75826,0,1
R04661,2024,Jinja,Eastern,Female,19,Urban,Secondary,1065319,1,0
R04662,2021,Mbale,Eastern,Female,19,Urban,Secondary,923997,0,1
R04663,2024,Kampala,Central,Male,15,Urban,Primary,473853,0,1
R04664,2024,Jinja,Eastern,Female,20,Urban,Tertiary,210930,0,1
R04665,2024,Fort Portal,Western,Female,12,Rural,Tertiary,262142,0,1
R04666,2021,Soroti,Eastern,Female,13,Rural,Secondary,57802,1,0
R04667,2023,Jinja,Eastern,Male,18,Urban,didnot attend school,346996,0,1
R04668,2023,Jinja,Eastern,Male,20,Urban,Tertiary,72094,1,0
R04669,2023,Kampala,Central,Male,13,Urban,Secondary,223332,1,0
R04670,2021,Lira,Northern,Male,13,Rural,Secondary,266286,1,0
R04671,2024,Soroti,Eastern,Female,16,Rural,Primary,49855,0,1
R04672,2024,Soroti,Eastern,Male,12,Rural,Tertiary,2566158,1,0
R04673,2023,Gulu,Northern,Male,12,Urban,Secondary,457905,0,1
R04674,2022,Mbarara,Western,Female,18,Urban,didnot attend school,15221,0,1
R04675,2021,Kampala,Central,Female,18,Urban,Primary,89591,1,0
R04676,2022,Mbarara,Western,Female,18,Urban,Tertiary,77007,0,1
R04677,2022,Masaka,Central,Male,20,Rural,didnot attend school,33092,0,1
R04678,2021,Jinja,Eastern,Female,13,Urban,University,216513,0,1
R04679,2023,Lira,Northern,Female,12,Rural,Secondary,110381,1,0
R04680,2023,Soroti,Eastern,Female,19,Rural,Secondary,830094,1,0
R04681,2023,Jinja,Eastern,Female,14,Urban,Primary,339463,0,1
R04682,2023,Mbale,Eastern,Female,13,Urban,Primary,295164,0,1
R04683,2023,Mbale,Eastern,Male,15,Urban,University,410863,1,0
R04684,2022,Soroti,Eastern,Male,15,Rural,Primary,478720,0,1
R04685,2023,Soroti,Eastern,Male,19,Rural,Tertiary,374296,0,1
R04686,2023,Mbale,Eastern,Female,12,Urban,Primary,1287485,0,1
R04687,2022,Jinja,Eastern,Female,16,Urban,didnot attend school,91204,0,1
R04688,2023,Mbarara,Western,Male,14,Urban,didnot attend school,441130,1,0
R04689,2024,Masaka,Central,Female,14,Rural,Secondary,341806,1,0
R04690,2022,Arua,Northern,Female,16,Rural,University,240921,1,0
R04691,2024,Gulu,Northern,Male,17,Urban,Primary,184568,1,0
R04692,2021,Mbarara,Western,Male,20,Urban,Primary,251476,1,0
R04693,2023,Fort Portal,Western,Male,13,Rural,Primary,142666,1,0
R04694,2024,Masaka,Central,Female,16,Rural,Secondary,318201,0,1
R04695,2022,Lira,Northern,Female,18,Rural,Primary,1942434,1,0
R04696,2021,Mbarara,Western,Male,17,Urban,Tertiary,859363,1,0
R04697,2023,Mbale,Eastern,Female,16,Urban,Secondary,363427,0,1
R04698,2022,Jinja,Eastern,Male,13,Urban,Secondary,373781,0,1
R04699,2022,Soroti,Eastern,Male,14,Rural,didnot attend school,499056,1,0
R04700,2021,Lira,Northern,Male,18,Rural,University,106577,1,0
R04701,2024,Arua,Northern,Female,14,Rural,Primary,81964,0,1
R04702,2023,Lira,Northern,Female,19,Rural,didnot attend school,256406,0,1
R04703,2024,Fort Portal,Western,Male,20,Rural,Secondary,393597,1,0
R04704,2023,Gulu,Northern,Male,19,Urban,Secondary,489744,0,1
R04705,2023,Lira,Northern,Female,18,Rural,Primary,95124,0,1
R04706,2021,Jinja,Eastern,Female,12,Urban,Primary,149866,0,1
R04707,2022,Arua,Northern,Female,13,Rural,Tertiary,2505633,1,0
R04708,2024,Mbale,Eastern,Male,15,Urban,Primary,2884409,0,1
R04709,2022,Mbarara,Western,Male,18,Urban,Tertiary,387695,1,0
R04710,2022,Arua,Northern,Female,15,Rural,Secondary,346161,1,0
R04711,2021,Mbale,Eastern,Female,16,Urban,Primary,274185,0,1
R04712,2024,Kampala,Central,Female,18,Urban,Primary,282952,1,0
R04713,2024,Soroti,Eastern,Female,18,Rural,Primary,192210,0,1
R04714,2023,Masaka,Central,Male,15,Rural,Tertiary,440373,1,0
R04715,2021,Mbarara,Western,Female,19,Urban,Secondary,276606,1,0
R04716,2024,Mbarara,Western,Male,18,Urban,Primary,291809,1,0
R04717,2023,Fort Portal,Western,Female,16,Rural,Secondary,365945,1,0
R04718,2023,Arua,Northern,Male,20,Rural,University,165234,0,1
R04719,2023,Kampala,Central,Male,13,Urban,Primary,465456,0,1
R04720,2023,Kampala,Central,Male,15,Urban,University,2675604,1,0
R04721,2024,Jinja,Eastern,Female,14,Urban,Primary,233099,0,1
R04722,2022,Lira,Northern,Male,12,Rural,didnot attend school,309884,1,0
R04723,2022,Masaka,Central,Male,17,Rural,Primary,327993,1,0
R04724,2023,Kampala,Central,Male,15,Urban,Primary,50985,0,1
R04725,2021,Jinja,Eastern,Male,15,Urban,Primary,270750,0,1
R04726,2023,Arua,Northern,Male,19,Rural,didnot attend school,318124,0,1
R04727,2021,Jinja,Eastern,Female,14,Urban,University,2938759,0,1
R04728,2021,Jinja,Eastern,Female,19,Urban,Tertiary,364278,0,1
R04729,2024,Fort Portal,Western,Female,14,Rural,Secondary,358689,0,1
R04730,2023,Soroti,Eastern,Female,18,Rural,Primary,19595,0,1
R04731,2023,Arua,Northern,Male,12,Rural,didnot attend school,327349,1,0
R04732,2022,Arua,Northern,Male,12,Rural,didnot attend school,142018,0,1
R04733,2022,Arua,Northern,Female,13,Rural,Secondary,36056,0,1
R04734,2022,Arua,Northern,Male,20,Rural,University,439112,1,0
R04735,2024,Kampala,Central,Male,18,Urban,Primary,522643,1,0
R04736,2022,Gulu,Northern,Male,15,Urban,didnot attend school,399867,0,1
R04737,2023,Mbarara,Western,Male,20,Urban,Secondary,2745068,1,0
R04738,2024,Kampala,Central,Female,12,Urban,Primary,24156,0,1
R04739,2021,Mbale,Eastern,Female,14,Urban,Primary,196628,0,1
R04740,2023,Fort Portal,Western,Female,17,Rural,Secondary,2697514,1,0
R04741,2022,Jinja,Eastern,Male,17,Urban,Secondary,238580,0,1
R04742,2022,Mbale,Eastern,Male,15,Urban,didnot attend school,246575,0,1
R04743,2024,Masaka,Central,Female,18,Rural,didnot attend school,241069,1,0
R04744,2021,Mbarara,Western,Female,20,Urban,University,23382,0,1
R04745,2021,Mbarara,Western,Male,12,Urban,Primary,267230,0,1
R04746,2023,Soroti,Eastern,Female,12,Rural,didnot attend school,447532,1,0
R04747,2024,Mbale,Eastern,Male,12,Urban,Primary,152772,1,0
R04748,2021,Arua,Northern,Male,19,Rural,didnot attend school,411044,0,1
R04749,2021,Mbarara,Western,Male,12,Urban,Primary,470720,1,0
R04750,2021,Kampala,Central,Male,15,Urban,Tertiary,453481,0,1
R04751,2024,Arua,Northern,Female,16,Rural,Primary,132574,0,1
R04752,2021,Soroti,Eastern,Male,15,Rural,Primary,117057,1,0
R04753,2024,Fort Portal,Western,Male,12,Rural,Secondary,956419,0,1
R04754,2022,Mbale,Eastern,Male,12,Urban,Secondary,425488,1,0
R04755,2023,Soroti,Eastern,Male,14,Rural,Tertiary,170779,0,1
R04756,2021,Lira,Northern,Male,14,Rural,Tertiary,246925,0,1
R04757,2022,Fort Portal,Western,Male,16,Rural,didnot attend school,2180046,1,0
R04758,2022,Fort Portal,Western,Female,18,Rural,Tertiary,117228,0,1
R04759,2021,Arua,Northern,Female,15,Rural,Primary,2095032,1,0
R04760,2021,Lira,Northern,Female,15,Rural,University,75226,0,1
R04761,2023,Jinja,Eastern,Male,15,Urban,Primary,415317,0,1
R04762,2022,Mbale,Eastern,Female,12,Urban,University,484491,1,0
R04763,2022,Arua,Northern,Male,17,Rural,Tertiary,2595340,1,0
R04764,2024,Arua,Northern,Female,12,Rural,Primary,159658,1,0
R04765,2024,Kampala,Central,Female,12,Urban,Secondary,212067,1,0
R04766,2024,Masaka,Central,Female,16,Rural,University,446842,0,1
R04767,2023,Kampala,Central,Male,18,Urban,Tertiary,142398,1,0
R04768,2023,Soroti,Eastern,Female,13,Rural,didnot attend school,376532,0,1
R04769,2024,Gulu,Northern,Female,16,Urban,Secondary,17539,0,1
R04770,2022,Fort Portal,Western,Female,15,Rural,Primary,190845,0,1
R04771,2022,Jinja,Eastern,Female,15,Urban,didnot attend school,24836,0,1
R04772,2023,Mbarara,Western,Female,14,Urban,Primary,104200,1,0
R04773,2024,Mbarara,Western,Female,19,Urban,Primary,245219,1,0
R04774,2023,Lira,Northern,Male,16,Rural,Tertiary,97022,1,0
R04775,2021,Soroti,Eastern,Male,16,Rural,Primary,226492,0,1
R04776,2022,Jinja,Eastern,Female,18,Urban,Tertiary,352787,0,1
R04777,2023,Soroti,Eastern,Male,14,Rural,didnot attend school,690071,1,0
R04778,2023,Soroti,Eastern,Male,12,Rural,Primary,447689,1,0
R04779,2024,Gulu,Northern,Male,17,Urban,Primary,932655,1,0
R04780,2023,Arua,Northern,Male,13,Rural,Primary,326030,0,1
R04781,2022,Lira,Northern,Female,17,Rural,didnot attend school,358810,0,1
R04782,2022,Fort Portal,Western,Male,16,Rural,Primary,58469,1,0
R04783,2022,Soroti,Eastern,Female,17,Rural,Secondary,221834,0,1
R04784,2023,Kampala,Central,Female,12,Urban,Primary,159040,1,0
R04785,2023,Mbale,Eastern,Male,14,Urban,Primary,314579,1,0
R04786,2021,Gulu,Northern,Male,12,Urban,Primary,329475,0,1
R04787,2022,Arua,Northern,Male,13,Rural,Tertiary,291656,0,1
R04788,2021,Mbarara,Western,Male,13,Urban,University,437338,0,1
R04789,2022,Mbarara,Western,Male,12,Urban,Primary,98299,0,1
R04790,2021,Gulu,Northern,Female,13,Urban,Primary,299512,1,0
R04791,2024,Lira,Northern,Male,16,Rural,didnot attend school,428939,1,0
R04792,2023,Masaka,Central,Female,14,Rural,University,472132,1,0
R04793,2021,Kampala,Central,Male,12,Urban,didnot attend school,425515,1,0
R04794,2021,Masaka,Central,Female,19,Rural,Primary,483352,0,1
R04795,2022,Jinja,Eastern,Female,13,Urban,Primary,202458,1,0
R04796,2022,Kampala,Central,Male,14,Urban,Primary,192393,1,0
R04797,2024,Soroti,Eastern,Female,13,Rural,Primary,97606,0,1
R04798,2024,Arua,Northern,Female,15,Rural,Tertiary,2152959,0,1
R04799,2024,Jinja,Eastern,Female,18,Urban,didnot attend school,374528,0,1
R04800,2022,Mbale,Eastern,Male,19,Urban,Secondary,177658,0,1
R04801,2021,Arua,Northern,Female,14,Rural,didnot attend school,378254,0,1
R04802,2024,Soroti,Eastern,Male,18,Rural,didnot attend school,231190,1,0
R04803,2022,Mbarara,Western,Male,13,Urban,University,73376,1,0
R04804,2021,Kampala,Central,Female,17,Urban,Primary,119462,0,1
R04805,2022,Mbale,Eastern,Male,20,Urban,Tertiary,354819,0,1
R04806,2021,Gulu,Northern,Female,15,Urban,Secondary,364669,1,0
R04807,2024,Gulu,Northern,Female,19,Urban,didnot attend school,230320,1,0
R04808,2023,Mbarara,Western,Female,15,Urban,University,517922,0,1
R04809,2022,Soroti,Eastern,Male,20,Rural,Primary,1391983,1,0
R04810,2024,Gulu,Northern,Male,15,Urban,Tertiary,391734,1,0
R04811,2022,Jinja,Eastern,Female,16,Urban,Primary,2931813,0,1
R04812,2022,Kampala,Central,Male,15,Urban,Tertiary,456550,1,0
R04813,2024,Mbarara,Western,Female,15,Urban,didnot attend school,347889,1,0
R04814,2021,Arua,Northern,Male,14,Rural,Secondary,285493,0,1
R04815,2022,Lira,Northern,Male,18,Rural,Tertiary,1620078,1,0
R04816,2022,Masaka,Central,Male,14,Rural,University,94894,1,0
R04817,2021,Jinja,Eastern,Male,20,Urban,University,77520,0,1
R04818,2024,Kampala,Central,Female,12,Urban,Tertiary,282442,1,0
R04819,2022,Mbarara,Western,Female,18,Urban,Tertiary,776477,1,0
R04820,2022,Arua,Northern,Male,12,Rural,Primary,13470,0,1
R04821,2022,Masaka,Central,Female,15,Rural,Primary,147497,1,0
R04822,2021,Arua,Northern,Female,12,Rural,Primary,2196661,1,0
R04823,2024,Masaka,Central,Female,13,Rural,Primary,118440,0,1
R04824,2022,Mbarara,Western,Female,14,Urban,Primary,491238,1,0
R04825,2021,Jinja,Eastern,Female,16,Urban,Secondary,2859500,0,1
R04826,2022,Kampala,Central,Male,20,Urban,Primary,494105,1,0
R04827,2022,Arua,Northern,Male,17,Rural,Secondary,1322831,1,0
R04828,2022,Gulu,Northern,Male,15,Urban,Primary,343135,1,0
R04829,2023,Fort Portal,Western,Male,17,Rural,Primary,268893,0,1
R04830,2024,Kampala,Central,Female,13,Urban,Secondary,272686,1,0
R04831,2021,Fort Portal,Western,Female,18,Rural,Tertiary,144431,1,0
R04832,2022,Jinja,Eastern,Female,12,Urban,Secondary,481560,1,0
R04833,2023,Kampala,Central,Male,12,Urban,Secondary,1209839,1,0
R04834,2024,Arua,Northern,Male,19,Rural,Primary,781879,1,0
R04835,2021,Soroti,Eastern,Female,17,Rural,Secondary,83660,0,1
R04836,2024,Fort Portal,Western,Male,15,Rural,didnot attend school,359708,0,1
R04837,2023,Soroti,Eastern,Male,15,Rural,Primary,87428,1,0
R04838,2021,Lira,Northern,Female,20,Rural,Primary,1873285,1,0
R04839,2024,Mbarara,Western,Female,15,Urban,didnot attend school,1833218,0,1
R04840,2023,Masaka,Central,Female,16,Rural,Primary,20704,0,1
R04841,2024,Soroti,Eastern,Male,13,Rural,University,152705,0,1
R04842,2022,Arua,Northern,Female,12,Rural,University,135902,0,1
R04843,2023,Lira,Northern,Female,12,Rural,Primary,294742,0,1
R04844,2023,Jinja,Eastern,Male,19,Urban,didnot attend school,375314,0,1
R04845,2024,Mbarara,Western,Male,18,Urban,Primary,318021,1,0
R04846,2023,Mbarara,Western,Female,14,Urban,Primary,23160,0,1
R04847,2024,Gulu,Northern,Female,17,Urban,University,430977,1,0
R04848,2024,Fort Portal,Western,Male,13,Rural,didnot attend school,308096,1,0
R04849,2023,Mbale,Eastern,Female,13,Urban,Tertiary,172250,0,1
R04850,2021,Soroti,Eastern,Female,17,Rural,didnot attend school,469173,0,1
R04851,2023,Masaka,Central,Male,17,Rural,University,472473,1,0
R04852,2023,Gulu,Northern,Female,17,Urban,Primary,239082,1,0
R04853,2021,Fort Portal,Western,Female,15,Rural,Tertiary,292111,0,1
R04854,2021,Jinja,Eastern,Female,14,Urban,Primary,429569,0,1
R04855,2022,Mbale,Eastern,Female,12,Urban,Secondary,302914,1,0
R04856,2023,Masaka,Central,Female,19,Rural,Primary,358897,1,0
R04857,2021,Mbarara,Western,Male,17,Urban,didnot attend school,251382,0,1
R04858,2024,Mbarara,Western,Female,20,Urban,University,176960,1,0
R04859,2021,Kampala,Central,Female,18,Urban,University,62470,1,0
R04860,2023,Kampala,Central,Male,14,Urban,Tertiary,933297,1,0
R04861,2021,Lira,Northern,Male,16,Rural,Secondary,129655,1,0
R04862,2021,Masaka,Central,Male,16,Rural,Tertiary,17374,0,1
R04863,2022,Lira,Northern,Female,15,Rural,didnot attend school,2804783,1,0
R04864,2021,Soroti,Eastern,Female,20,Rural,Primary,213707,0,1
R04865,2022,Masaka,Central,Female,20,Rural,Primary,129924,0,1
R04866,2024,Kampala,Central,Male,17,Urban,Secondary,478231,1,0
R04867,2022,Lira,Northern,Male,16,Rural,Primary,366410,0,1
R04868,2024,Kampala,Central,Female,19,Urban,didnot attend school,118658,1,0
R04869,2021,Gulu,Northern,Female,15,Urban,Secondary,78976,0,1
R04870,2023,Lira,Northern,Female,14,Rural,Tertiary,939710,0,1
R04871,2023,Soroti,Eastern,Male,18,Rural,Primary,147227,0,1
R04872,2024,Jinja,Eastern,Female,18,Urban,didnot attend school,419858,0,1
R04873,2022,Kampala,Central,Male,12,Urban,Primary,26665,1,0
R04874,2022,Jinja,Eastern,Male,17,Urban,Primary,228609,0,1
R04875,2021,Jinja,Eastern,Female,18,Urban,Primary,406768,0,1
R04876,2023,Kampala,Central,Male,14,Urban,Secondary,203318,0,1
R04877,2021,Mbale,Eastern,Female,15,Urban,Secondary,1940661,1,0
R04878,2023,Jinja,Eastern,Female,17,Urban,Secondary,1031597,1,0
R04879,2023,Jinja,Eastern,Female,13,Urban,Primary,661773,0,1
R04880,2024,Mbarara,Western,Female,19,Urban,Tertiary,11395,0,1
R04881,2023,Mbarara,Western,Male,13,Urban,Primary,195847,1,0
R04882,2022,Soroti,Eastern,Female,18,Rural,Primary,329005,0,1
R04883,2022,Lira,Northern,Female,16,Rural,Tertiary,472469,0,1
R04884,2023,Mbarara,Western,Male,14,Urban,Primary,435831,1,0
R04885,2023,Arua,Northern,Male,20,Rural,didnot attend school,248839,0,1
R04886,2023,Fort Portal,Western,Male,17,Rural,Tertiary,481232,0,1
R04887,2023,Fort Portal,Western,Female,20,Rural,Primary,85107,0,1
R04888,2024,Lira,Northern,Female,15,Rural,Secondary,210257,1,0
R04889,2022,Lira,Northern,Male,19,Rural,didnot attend school,109740,0,1
R04890,2024,Masaka,Central,Male,20,Rural,Secondary,388220,0,1
R04891,2023,Gulu,Northern,Male,15,Urban,Primary,2337725,1,0
R04892,2021,Arua,Northern,Male,18,Rural,didnot attend school,104902,0,1
R04893,2022,Kampala,Central,Male,18,Urban,Secondary,893255,1,0
R04894,2024,Gulu,Northern,Male,16,Urban,Primary,136155,1,0
R04895,2024,Arua,Northern,Male,17,Rural,Primary,230196,1,0
R04896,2023,Fort Portal,Western,Male,14,Rural,didnot attend school,451727,0,1
R04897,2023,Masaka,Central,Male,20,Rural,didnot attend school,449969,1,0
R04898,2023,Lira,Northern,Female,18,Rural,Primary,234883,1,0
R04899,2023,Mbarara,Western,Female,13,Urban,didnot attend school,430294,1,0
R04900,2023,Gulu,Northern,Female,14,Urban,University,467622,1,0
R04901,2024,Fort Portal,Western,Female,20,Rural,didnot attend school,13706,0,1
R04902,2021,Gulu,Northern,Male,19,Urban,Primary,283470,0,1
R04903,2021,Masaka,Central,Male,16,Rural,didnot attend school,357935,0,1
R04904,2023,Mbale,Eastern,Female,17,Urban,Primary,48759,0,1
R04905,2022,Fort Portal,Western,Male,12,Rural,University,117265,1,0
R04906,2023,Lira,Northern,Male,20,Rural,Primary,412425,0,1
R04907,2023,Gulu,Northern,Female,19,Urban,University,283551,1,0
R04908,2023,Soroti,Eastern,Female,12,Rural,Primary,335354,0,1
R04909,2022,Soroti,Eastern,Male,19,Rural,Secondary,118327,1,0
R04910,2021,Fort Portal,Western,Male,20,Rural,Secondary,189484,0,1
R04911,2021,Masaka,Central,Male,19,Rural,Tertiary,400249,0,1
R04912,2022,Arua,Northern,Male,15,Rural,Secondary,23457,1,0
R04913,2022,Jinja,Eastern,Male,13,Urban,Secondary,216416,1,0
R04914,2022,Masaka,Central,Male,18,Rural,Primary,115958,1,0
R04915,2023,Fort Portal,Western,Female,20,Rural,Primary,213417,0,1
R04916,2021,Masaka,Central,Female,15,Rural,University,242267,1,0
R04917,2023,Lira,Northern,Male,18,Rural,Primary,89056,0,1
R04918,2022,Jinja,Eastern,Female,15,Urban,Primary,392657,0,1
R04919,2021,Lira,Northern,Male,14,Rural,Tertiary,76155,0,1
R04920,2024,Gulu,Northern,Male,13,Urban,Primary,86039,1,0
R04921,2024,Arua,Northern,Female,17,Rural,University,272813,0,1
R04922,2024,Fort Portal,Western,Male,12,Rural,Secondary,451930,1,0
R04923,2024,Jinja,Eastern,Male,12,Urban,Secondary,24464,1,0
R04924,2022,Soroti,Eastern,Male,16,Rural,Tertiary,851231,1,0
R04925,2023,Arua,Northern,Female,20,Rural,didnot attend school,244790,0,1
R04926,2023,Jinja,Eastern,Female,20,Urban,Primary,347135,0,1
R04927,2021,Kampala,Central,Male,17,Urban,Primary,150257,0,1
R04928,2021,Kampala,Central,Female,14,Urban,Primary,452160,1,0
R04929,2023,Masaka,Central,Male,19,Rural,Secondary,310530,0,1
R04930,2024,Mbarara,Western,Male,13,Urban,University,79326,0,1
R04931,2022,Masaka,Central,Female,17,Rural,Primary,70211,0,1
R04932,2023,Mbale,Eastern,Female,18,Urban,Primary,283434,0,1
R04933,2024,Soroti,Eastern,Female,16,Rural,University,440984,1,0
R04934,2024,Mbarara,Western,Female,13,Urban,Primary,218540,1,0
R04935,2022,Lira,Northern,Female,20,Rural,Primary,1660183,0,1
R04936,2021,Masaka,Central,Male,13,Rural,Primary,137448,1,0
R04937,2024,Mbarara,Western,Male,13,Urban,University,269231,1,0
R04938,2023,Masaka,Central,Male,13,Rural,Secondary,497595,0,1
R04939,2024,Masaka,Central,Male,19,Rural,Tertiary,241346,0,1
R04940,2023,Gulu,Northern,Female,16,Urban,Tertiary,315611,0,1
R04941,2023,Soroti,Eastern,Female,20,Rural,Primary,32355,0,1
R04942,2022,Lira,Northern,Male,12,Rural,Primary,1095232,1,0
R04943,2022,Jinja,Eastern,Female,16,Urban,Tertiary,356918,0,1
R04944,2021,Masaka,Central,Female,15,Rural,Primary,1689266,1,0
R04945,2021,Gulu,Northern,Male,14,Urban,Tertiary,1386005,1,0
R04946,2021,Arua,Northern,Female,14,Rural,University,37224,0,1
R04947,2024,Gulu,Northern,Male,19,Urban,Secondary,1472944,1,0
R04948,2023,Masaka,Central,Male,14,Rural,Secondary,386958,1,0
R04949,2021,Soroti,Eastern,Male,15,Rural,Tertiary,38734,0,1
R04950,2024,Soroti,Eastern,Male,18,Rural,Tertiary,282564,0,1
R04951,2022,Fort Portal,Western,Male,15,Rural,Primary,134096,0,1
R04952,2022,Masaka,Central,Female,14,Rural,didnot attend school,132116,0,1
R04953,2023,Arua,Northern,Female,13,Rural,Primary,39527,0,1
R04954,2024,Masaka,Central,Male,12,Rural,Secondary,372567,0,1
R04955,2024,Kampala,Central,Female,19,Urban,Primary,16142,0,1
R04956,2022,Kampala,Central,Male,20,Urban,Secondary,351006,1,0
R04957,2022,Soroti,Eastern,Male,15,Rural,Primary,242574,1,0
R04958,2023,Soroti,Eastern,Female,12,Rural,Secondary,160494,1,0
R04959,2024,Lira,Northern,Male,19,Rural,Primary,332482,0,1
R04960,2023,Kampala,Central,Male,13,Urban,Secondary,162976,1,0
R04961,2021,Masaka,Central,Male,18,Rural,Secondary,477874,1,0
R04962,2022,Kampala,Central,Female,17,Urban,Primary,444725,1,0
R04963,2022,Mbale,Eastern,Male,20,Urban,Primary,199976,0,1
R04964,2024,Jinja,Eastern,Male,16,Urban,Secondary,474565,0,1
R04965,2022,Arua,Northern,Female,14,Rural,Primary,386296,0,1
R04966,2023,Fort Portal,Western,Male,18,Rural,Primary,352901,0,1
R04967,2022,Masaka,Central,Female,14,Rural,University,2990833,1,0
R04968,2021,Lira,Northern,Male,20,Rural,Secondary,72457,0,1
R04969,2024,Kampala,Central,Female,13,Urban,University,74806,1,0
R04970,2023,Gulu,Northern,Female,19,Urban,Primary,169513,0,1
R04971,2023,Fort Portal,Western,Male,17,Rural,Primary,109990,1,0
R04972,2024,Jinja,Eastern,Female,13,Urban,Tertiary,100159,0,1
R04973,2021,Soroti,Eastern,Male,17,Rural,Secondary,2102419,1,0
R04974,2024,Gulu,Northern,Female,16,Urban,Secondary,174852,0,1
R04975,2022,Soroti,Eastern,Male,15,Rural,Primary,240795,0,1
R04976,2021,Fort Portal,Western,Female,14,Rural,Primary,202833,0,1
R04977,2024,Mbarara,Western,Female,20,Urban,didnot attend school,18132,1,0
R04978,2022,Jinja,Eastern,Male,15,Urban,Primary,456666,0,1
R04979,2024,Mbale,Eastern,Male,19,Urban,didnot attend school,357096,1,0
R04980,2024,Mbale,Eastern,Female,18,Urban,didnot attend school,233968,1,0
R04981,2024,Gulu,Northern,Male,20,Urban,University,80100,0,1
R04982,2023,Lira,Northern,Male,13,Rural,Primary,173905,1,0
R04983,2023,Jinja,Eastern,Female,15,Urban,Secondary,2125832,0,1
R04984,2021,Gulu,Northern,Male,16,Urban,Tertiary,2247764,0,1
R04985,2021,Mbarara,Western,Female,14,Urban,Secondary,326316,1,0
R04986,2022,Mbale,Eastern,Male,14,Urban,Primary,1300707,0,1
R04987,2021,Jinja,Eastern,Male,20,Urban,Secondary,69846,0,1
R04988,2024,Mbale,Eastern,Female,14,Urban,Secondary,482997,1,0
R04989,2022,Gulu,Northern,Male,18,Urban,Secondary,1549117,0,1
R04990,2021,Kampala,Central,Female,15,Urban,Tertiary,396542,0,1
R04991,2021,Jinja,Eastern,Female,18,Urban,University,427245,0,1
R04992,2023,Soroti,Eastern,Male,15,Rural,Secondary,439482,1,0
R04993,2023,Soroti,Eastern,Female,12,Rural,Primary,474580,1,0
R04994,2022,Lira,Northern,Male,14,Rural,Secondary,56442,1,0
R04995,2024,Lira,Northern,Female,18,Rural,didnot attend school,403541,1,0
R04996,2022,Gulu,Northern,Female,20,Urban,Tertiary,2319487,1,0
R04997,2021,Kampala,Central,Female,20,Urban,didnot attend school,308997,1,0
R04998,2023,Gulu,Northern,Female,12,Urban,Primary,479212,1,0
R04999,2022,Kampala,Central,Male,13,Urban,Tertiary,283576,1,0
R05000,2022,Soroti,Eastern,Male,14,Rural,Secondary,27734,0,1
R05001,2023,Masaka,Central,Female,13,Rural,Primary,1547198,1,0
R05002,2022,Masaka,Central,Male,17,Rural,Primary,200041,1,0
R05003,2024,Jinja,Eastern,Female,13,Urban,Tertiary,374937,1,0
R05004,2021,Kampala,Central,Female,15,Urban,Primary,116982,1,0
R05005,2021,Soroti,Eastern,Male,12,Rural,Tertiary,288939,0,1
R05006,2024,Lira,Northern,Male,14,Rural,didnot attend school,128994,1,0
R05007,2024,Kampala,Central,Male,20,Urban,Tertiary,209950,1,0
R05008,2022,Mbarara,Western,Female,16,Urban,Tertiary,138921,1,0
R05009,2022,Kampala,Central,Female,15,Urban,Primary,418462,0,1
R05010,2023,Arua,Northern,Male,15,Rural,Primary,91793,1,0
R05011,2023,Fort Portal,Western,Female,15,Rural,Primary,193638,0,1
R05012,2024,Mbale,Eastern,Male,12,Urban,Secondary,296571,1,0
R05013,2022,Soroti,Eastern,Female,14,Rural,Secondary,1300887,1,0
R05014,2022,Mbarara,Western,Female,19,Urban,Secondary,454492,0,1
R05015,2024,Masaka,Central,Male,20,Rural,Primary,129184,0,1
R05016,2022,Soroti,Eastern,Female,12,Rural,Primary,488327,0,1
R05017,2024,Mbarara,Western,Female,12,Urban,didnot attend school,242662,1,0
R05018,2024,Kampala,Central,Female,15,Urban,Primary,25032,0,1
