Id,Year,Age dimension,Codes for death causes,Deaths Rounded off,Number of child Deaths,Date,TimeDimensionBegin,TimeDimensionEnd,Country,Sex,Child age,Causes of death
865445,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,36.9,36.90683,2023-11-20T09:57:55Z,01-01-11,31-12-11,Rwanda,Both sexes,1-59 months,Tuberculosis
867333,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,5888.0,5888.4695,2024-03-25T14:04:48Z,01-01-01,31-12-01,South Sudan,Both sexes,0-4 years of age,Prematurity
868315,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,2359.0,2358.71893,2024-03-25T14:04:48Z,01-01-05,31-12-05,South Sudan,Both sexes,0-4 years of age,Meningitis/encephalitis
869485,2020,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,2747.6,2747.6124,2023-11-20T10:17:35Z,01-01-20,31-12-20,Somalia,Both sexes,0-27 days,Acute lower respiratory infections
869517,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,4031.2,4031.24389,2023-11-20T10:18:40Z,01-01-17,31-12-17,South Sudan,Both sexes,1-59 months,Diarrhoeal diseases
870397,2008,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,2304.6,2304.5537,2023-11-20T10:16:59Z,01-01-08,31-12-08,Uganda,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
871080,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,184.0,183.95448,2023-11-20T10:05:55Z,01-01-11,31-12-11,Burundi,Both sexes,0-27 days,Diarrhoeal diseases
871139,2021,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:26:15Z,01-01-21,31-12-21,Ethiopia,Both sexes,0-27 days,Measles
871593,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:25:11Z,01-01-14,31-12-14,Djibouti,Both sexes,0-27 days,Measles
871757,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,58.4,58.44973,2023-11-20T10:00:10Z,01-01-16,31-12-16,Djibouti,Both sexes,0-27 days,Congenital anomalies
873608,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,841.0,841.22774,2024-03-25T14:04:48Z,01-01-01,31-12-01,Rwanda,Both sexes,0-4 years of age,Congenital anomalies
875939,2003,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,94.0,94.42392,2024-03-25T14:04:48Z,01-01-03,31-12-03,Eritrea,Both sexes,0-4 years of age,Tuberculosis
877831,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,282.0,282.45849,2024-03-25T14:04:48Z,01-01-20,31-12-20,South Sudan,Both sexes,0-4 years of age,Tuberculosis
878006,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,60.0,59.96412,2024-03-25T14:04:48Z,01-01-20,31-12-20,Rwanda,Both sexes,0-4 years of age,Measles
879698,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,2883.6,2883.62489,2023-11-20T10:17:44Z,01-01-00,31-12-00,Kenya,Both sexes,1-59 months,Injuries
879728,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,939.6,939.62386,2023-11-20T10:13:57Z,01-01-01,31-12-01,Somalia,Both sexes,1-59 months,Tuberculosis
879905,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,1875.0,1875.32599,2024-03-25T14:04:48Z,01-01-17,31-12-17,Ethiopia,Both sexes,0-4 years of age,HIV/AIDS
880270,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:26:14Z,01-01-15,31-12-15,Ethiopia,Both sexes,0-27 days,Measles
880627,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,129.2,129.19977,2023-11-20T10:04:09Z,01-01-11,31-12-11,Somalia,Both sexes,0-27 days,Injuries
880841,2012,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,20.0,20.0,2024-03-25T14:04:48Z,01-01-12,31-12-12,Eritrea,Both sexes,0-4 years of age,Malaria
881539,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,192.0,192.01754,2024-03-25T14:04:48Z,01-01-06,31-12-06,Eritrea,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
881570,2012,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,2.0,1.64182,2024-03-25T14:04:48Z,01-01-12,31-12-12,Djibouti,Both sexes,0-4 years of age,Tetanus
883096,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,837.0,836.57092,2024-03-25T14:04:48Z,01-01-11,31-12-11,South Sudan,Both sexes,0-4 years of age,Injuries
886343,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,15792.6,15792.55169,2023-11-20T10:21:09Z,01-01-17,31-12-17,Ethiopia,Both sexes,1-59 months,Diarrhoeal diseases
886702,2014,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,11575.0,11575.0,2023-11-20T10:20:46Z,01-01-14,31-12-14,Ethiopia,Both sexes,1-59 months,Malaria
889339,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,127.0,126.90654,2024-03-25T14:04:48Z,01-01-17,31-12-17,Djibouti,Both sexes,0-4 years of age,Diarrhoeal diseases
890663,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:36:56Z,01-01-01,31-12-01,South Sudan,Both sexes,0-27 days,Malaria
890908,2019,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,105.8,105.82884,2023-11-20T10:03:10Z,01-01-19,31-12-19,South Sudan,Both sexes,1-59 months,Birth asphyxia and birth trauma
891378,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,37.0,37.42886,2024-03-25T14:04:48Z,01-01-06,31-12-06,Rwanda,Both sexes,0-4 years of age,Tuberculosis
892822,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,2226.0,2226.00738,2024-03-25T14:04:48Z,01-01-11,31-12-11,Uganda,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
893504,2013,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,2034.1,2034.1018,2023-11-20T10:16:37Z,01-01-13,31-12-13,Uganda,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
893817,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,7254.0,7253.53088,2024-03-25T14:04:48Z,01-01-05,31-12-05,Ethiopia,Both sexes,0-4 years of age,Injuries
894345,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,1182.0,1182.01798,2023-11-20T10:14:45Z,01-01-13,31-12-13,Kenya,Both sexes,1-59 months,Birth asphyxia and birth trauma
895206,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,4799.012738853503,83999.99257,2024-03-25T14:04:48Z,01-01-01,31-12-01,Ethiopia,Both sexes,0-4 years of age,Acute lower respiratory infections
895838,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,552.0,552.49501,2024-03-25T14:04:48Z,01-01-00,31-12-00,South Sudan,Both sexes,0-4 years of age,Tetanus
896452,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,2443.6,2443.5785,2023-11-20T10:17:10Z,01-01-00,31-12-00,South Sudan,Both sexes,0-27 days,Acute lower respiratory infections
896954,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,111.1,111.13551,2023-11-20T10:03:27Z,01-01-11,31-12-11,Uganda,Both sexes,0-27 days,HIV/AIDS
899004,2019,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,2423.76,6182.66386185065,2024-03-25T14:04:48Z,01-01-19,31-12-19,Somalia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
901832,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,1.7,1.68532,2023-11-20T09:45:32Z,01-01-10,31-12-10,Djibouti,Both sexes,0-27 days,Tetanus
902787,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,7646.0,7646.41593,2024-03-25T14:04:48Z,01-01-04,31-12-04,South Sudan,Both sexes,0-4 years of age,Malaria
902896,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,131.5,131.51704,2023-11-20T10:04:15Z,01-01-13,31-12-13,South Sudan,Both sexes,1-59 months,Birth asphyxia and birth trauma
902938,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,2202.0,2202.48755,2024-03-25T14:04:48Z,01-01-05,31-12-05,Kenya,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
902963,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,41140.7,41140.68608,2023-11-20T10:21:52Z,01-01-01,31-12-01,Ethiopia,Both sexes,1-59 months,Other Group 1 (postneonatal only)
903516,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,4879.1,4879.05538,2023-11-20T10:19:06Z,01-01-02,31-12-02,Ethiopia,Both sexes,0-27 days,Diarrhoeal diseases
903715,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,7.0,7.01217,2024-03-25T14:04:48Z,01-01-20,31-12-20,Rwanda,Both sexes,0-4 years of age,Tetanus
903863,2018,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,341.6,341.60353,2023-11-20T10:09:37Z,01-01-18,31-12-18,South Sudan,Both sexes,0-27 days,Diarrhoeal diseases
904894,2008,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,540.9,540.92216,2023-11-20T10:11:36Z,01-01-08,31-12-08,South Sudan,Both sexes,0-27 days,Diarrhoeal diseases
905730,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,2423.76,18340.41504,2024-03-25T14:04:48Z,01-01-11,31-12-11,Somalia,Both sexes,0-4 years of age,Measles
908553,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,1786.4,1786.40894,2023-11-20T10:16:13Z,01-01-16,31-12-16,Ethiopia,Both sexes,1-59 months,HIV/AIDS
909067,2004,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:21:36Z,01-01-04,31-12-04,Burundi,Both sexes,0-27 days,Measles
911613,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,13827.4,13827.39022,2023-11-20T10:20:59Z,01-01-10,31-12-10,Uganda,Both sexes,0-27 days,Prematurity
912925,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,87.8,87.80735,2023-11-20T10:02:11Z,01-01-00,31-12-00,Djibouti,Both sexes,0-27 days,Acute lower respiratory infections
914183,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH5,5.8,5.82448,2023-11-20T09:49:37Z,01-01-18,31-12-18,Kenya,Both sexes,1-59 months,Tetanus
915913,2006,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:36:56Z,01-01-06,31-12-06,South Sudan,Both sexes,1-59 months,Tuberculosis
916602,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,478.3,478.29246,2023-11-20T10:11:05Z,01-01-06,31-12-06,South Sudan,Both sexes,0-27 days,Congenital anomalies
917972,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,305.0,304.79842,2024-03-25T14:04:48Z,01-01-20,31-12-20,Eritrea,Both sexes,0-4 years of age,Congenital anomalies
918150,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,55.0,54.86528,2024-03-25T14:04:48Z,01-01-06,31-12-06,Djibouti,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
918413,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH5,0.7,0.71354,2023-11-20T09:43:23Z,01-01-17,31-12-17,South Sudan,Both sexes,1-59 months,Tetanus
920765,2015,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,210.6,210.6108,2023-11-20T10:07:08Z,01-01-15,31-12-15,Burundi,Both sexes,1-59 months,Tuberculosis
921628,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,3534.225,16125.42599,2024-03-25T14:04:48Z,01-01-06,31-12-06,Kenya,Both sexes,0-4 years of age,Acute lower respiratory infections
922309,2015,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,2140.0,2140.01162,2024-03-25T14:04:48Z,01-01-15,31-12-15,Uganda,Both sexes,0-4 years of age,Tuberculosis
924354,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,2423.76,14361.25314,2024-03-25T14:04:48Z,01-01-06,31-12-06,Somalia,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
925406,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,473.5,473.5471,2023-11-20T10:11:02Z,01-01-03,31-12-03,Djibouti,Both sexes,0-27 days,Prematurity
926626,2018,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,120.3,120.28371,2023-11-20T10:03:50Z,01-01-18,31-12-18,Eritrea,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
926851,2015,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,1821.1155115511551,1989.493064318182,2024-03-25T14:04:48Z,01-01-15,31-12-15,Rwanda,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
928728,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,2492.0,2492.30359,2024-03-25T14:04:48Z,01-01-17,31-12-17,Burundi,Both sexes,0-4 years of age,Diarrhoeal diseases
928776,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,33.5,33.48138,2023-11-20T09:57:27Z,01-01-11,31-12-11,Eritrea,Both sexes,0-27 days,Diarrhoeal diseases
929069,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,22.0,21.99691,2023-11-20T09:55:35Z,01-01-17,31-12-17,Djibouti,Both sexes,1-59 months,Prematurity
929861,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,440.9,440.93781,2023-11-20T10:10:42Z,01-01-11,31-12-11,South Sudan,Both sexes,1-59 months,Tuberculosis
931666,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,199.1,199.09951,2023-11-20T10:06:48Z,01-01-14,31-12-14,Djibouti,Both sexes,0-27 days,Birth asphyxia and birth trauma
932917,2013,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,3352.4,3352.3679,2023-11-20T10:18:12Z,01-01-13,31-12-13,Kenya,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
933259,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:26:15Z,01-01-00,31-12-00,Ethiopia,Both sexes,0-27 days,Malaria
934104,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,3361.0,3360.93536,2024-03-25T14:04:48Z,01-01-13,31-12-13,Uganda,Both sexes,0-4 years of age,Injuries
934161,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:39:05Z,01-01-02,31-12-02,Uganda,Both sexes,0-27 days,Measles
934425,2012,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,540.3,540.27064,2023-11-20T10:11:36Z,01-01-12,31-12-12,Ethiopia,Both sexes,0-27 days,Injuries
935011,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:25:12Z,01-01-16,31-12-16,Djibouti,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
935528,2017,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,52.0,51.56775,2024-03-25T14:04:48Z,01-01-17,31-12-17,Kenya,Both sexes,0-4 years of age,Tetanus
935747,2017,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:26:14Z,01-01-17,31-12-17,Ethiopia,Both sexes,0-27 days,Measles
936622,2007,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,282.8,282.81807,2023-11-20T10:08:43Z,01-01-07,31-12-07,Djibouti,Both sexes,1-59 months,Acute lower respiratory infections
937043,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,128.1,128.13523,2023-11-20T10:04:07Z,01-01-16,31-12-16,Djibouti,Both sexes,1-59 months,Other Group 1 (postneonatal only)
937052,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,3147.0,3146.55841,2024-03-25T14:04:48Z,01-01-06,31-12-06,Burundi,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
937393,2015,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,1656.0,1656.4399,2024-03-25T14:04:48Z,01-01-15,31-12-15,Uganda,Both sexes,0-4 years of age,Meningitis/encephalitis
937448,2004,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,7277.3,7277.34107,2023-11-20T10:19:56Z,01-01-04,31-12-04,South Sudan,Both sexes,1-59 months,Acute lower respiratory infections
938820,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,179.0,178.66063,2024-03-25T14:04:48Z,01-01-11,31-12-11,Djibouti,Both sexes,0-4 years of age,Diarrhoeal diseases
940141,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:25:10Z,01-01-10,31-12-10,Djibouti,Both sexes,0-27 days,Tuberculosis
940515,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,3802.0,3801.98397,2023-11-20T10:18:31Z,01-01-16,31-12-16,Kenya,Both sexes,1-59 months,Injuries
940660,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,841.9,841.85055,2023-11-20T10:13:28Z,01-01-08,31-12-08,Uganda,Both sexes,1-59 months,Congenital anomalies
943229,2009,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,9.2,9.17151,2023-11-20T09:51:40Z,01-01-09,31-12-09,Djibouti,Both sexes,0-27 days,Diarrhoeal diseases
944571,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,3878.738532110092,14859.55029,2024-03-25T14:04:48Z,01-01-01,31-12-01,Uganda,Both sexes,0-4 years of age,Measles
945882,2014,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,3063.0,3062.93117,2024-03-25T14:04:48Z,01-01-14,31-12-14,Burundi,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
946303,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,1316.0,1315.82657,2024-03-25T14:04:48Z,01-01-07,31-12-07,Eritrea,Both sexes,0-4 years of age,Acute lower respiratory infections
948371,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,127.0,126.98936,2023-11-20T10:04:05Z,01-01-17,31-12-17,Djibouti,Both sexes,1-59 months,Other Group 1 (postneonatal only)
949228,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,2.0,1.68183,2024-03-25T14:04:48Z,01-01-11,31-12-11,Djibouti,Both sexes,0-4 years of age,Tetanus
951353,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,138.9,138.9123,2023-11-20T10:04:30Z,01-01-17,31-12-17,South Sudan,Both sexes,1-59 months,Birth asphyxia and birth trauma
952169,2012,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH16,1459.8,1459.77819,2023-11-20T10:15:33Z,01-01-12,31-12-12,Burundi,Both sexes,1-59 months,Other noncommunicable diseases (postneonatal only)
952229,2013,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,249.2,249.23191,2023-11-20T10:08:04Z,01-01-13,31-12-13,South Sudan,Both sexes,1-59 months,Congenital anomalies
952641,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:36:55Z,01-01-16,31-12-16,South Sudan,Both sexes,0-27 days,Tuberculosis
952896,2010,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,77.0,76.69747,2024-03-25T14:04:48Z,01-01-10,31-12-10,Eritrea,Both sexes,0-4 years of age,Measles
953450,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:36:44Z,01-01-00,31-12-00,Somalia,Both sexes,0-27 days,Measles
953749,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,4942.0,4941.61657,2024-03-25T14:04:48Z,01-01-00,31-12-00,Ethiopia,Both sexes,0-4 years of age,Congenital anomalies
954633,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,11.3,11.28696,2023-11-20T09:52:47Z,01-01-19,31-12-19,Eritrea,Both sexes,0-27 days,Meningitis/encephalitis
955172,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,101.0,101.02043,2023-11-20T10:02:56Z,01-01-02,31-12-02,Uganda,Both sexes,0-27 days,Injuries
958231,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,33643.7,33643.65413,2023-11-20T10:21:44Z,01-01-10,31-12-10,Ethiopia,Both sexes,1-59 months,Acute lower respiratory infections
959502,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,3878.738532110092,7716.570380779221,2024-03-25T14:04:48Z,01-01-00,31-12-00,Uganda,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
961196,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,3878.738532110092,7716.570380779221,2024-03-25T14:04:48Z,01-01-07,31-12-07,Uganda,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
964481,2014,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,1233.7,1233.66483,2023-11-20T10:14:55Z,01-01-14,31-12-14,Rwanda,Both sexes,1-59 months,Injuries
964655,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,2250.3,2250.34195,2023-11-20T10:16:55Z,01-01-19,31-12-19,Burundi,Both sexes,0-27 days,Birth asphyxia and birth trauma
964665,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,268.1,268.07266,2023-11-20T10:08:25Z,01-01-01,31-12-01,Djibouti,Both sexes,0-27 days,Birth asphyxia and birth trauma
965651,2009,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,303.0,303.02179,2023-11-20T10:09:03Z,01-01-09,31-12-09,Eritrea,Both sexes,1-59 months,Injuries
966075,2018,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,48.9,48.86961,2023-11-20T09:59:16Z,01-01-18,31-12-18,Uganda,Both sexes,0-27 days,Tetanus
968880,2002,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,73.5,73.4663,2023-11-20T10:01:22Z,01-01-02,31-12-02,Eritrea,Both sexes,1-59 months,Birth asphyxia and birth trauma
969061,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,2352.1143790849674,2404.900825714286,2024-03-25T14:04:48Z,01-01-11,31-12-11,Burundi,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
969402,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,997.0,996.95209,2023-11-20T10:14:10Z,01-01-01,31-12-01,South Sudan,Both sexes,1-59 months,HIV/AIDS
971033,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,2031.0,2030.97202,2023-11-20T10:16:37Z,01-01-16,31-12-16,Ethiopia,Both sexes,1-59 months,Birth asphyxia and birth trauma
972032,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,5.7,5.74589,2023-11-20T09:49:35Z,01-01-07,31-12-07,Eritrea,Both sexes,0-27 days,Tetanus
972595,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:26:14Z,01-01-05,31-12-05,Ethiopia,Both sexes,0-27 days,Tuberculosis
974232,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:29:48Z,01-01-05,31-12-05,Kenya,Both sexes,0-27 days,Malaria
975614,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,760.7,760.71315,2023-11-20T10:13:03Z,01-01-10,31-12-10,Eritrea,Both sexes,1-59 months,Acute lower respiratory infections
976959,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,3837.0,3836.75651,2024-03-25T14:04:48Z,01-01-11,31-12-11,Rwanda,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
977299,2002,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,731.3,731.34518,2023-11-20T10:12:54Z,01-01-02,31-12-02,Kenya,Both sexes,1-59 months,Measles
978057,2000,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,0.0,0.0,2024-03-25T14:04:48Z,01-01-00,31-12-00,South Sudan,Both sexes,0-4 years of age,Tuberculosis
981172,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,5722.5,5722.45243,2023-11-20T10:19:26Z,01-01-10,31-12-10,South Sudan,Both sexes,0-27 days,Prematurity
981965,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,441.4,441.39016,2023-11-20T10:10:42Z,01-01-01,31-12-01,Somalia,Both sexes,0-27 days,Diarrhoeal diseases
983321,2018,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:36:55Z,01-01-18,31-12-18,South Sudan,Both sexes,0-27 days,Measles
984350,2012,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,9315.2,9315.16277,2023-11-20T10:20:25Z,01-01-12,31-12-12,Uganda,Both sexes,1-59 months,Acute lower respiratory infections
984722,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,46.0,45.73401,2024-03-25T14:04:48Z,01-01-20,31-12-20,Djibouti,Both sexes,0-4 years of age,Tuberculosis
985960,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,2384.0,2384.31508,2024-03-25T14:04:48Z,01-01-21,31-12-21,Rwanda,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
986040,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,1654.0,1653.81254,2024-03-25T14:04:48Z,01-01-07,31-12-07,Kenya,Both sexes,0-4 years of age,Meningitis/encephalitis
986372,2003,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,52.0,51.66439,2024-03-25T14:04:48Z,01-01-03,31-12-03,Burundi,Both sexes,0-4 years of age,Tetanus
988582,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,307.4,307.44642,2023-11-20T10:09:08Z,01-01-05,31-12-05,Eritrea,Both sexes,0-27 days,Acute lower respiratory infections
989443,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,7753.2,7753.21297,2023-11-20T10:20:04Z,01-01-14,31-12-14,Kenya,Both sexes,0-27 days,Birth asphyxia and birth trauma
990008,2011,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,4799.012738853503,47104.6378,2024-03-25T14:04:48Z,01-01-11,31-12-11,Ethiopia,Both sexes,0-4 years of age,Acute lower respiratory infections
990878,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,12410.9,12410.94076,2023-11-20T10:20:51Z,01-01-14,31-12-14,Kenya,Both sexes,0-27 days,Prematurity
992688,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,587.0,586.71801,2024-03-25T14:04:48Z,01-01-01,31-12-01,Eritrea,Both sexes,0-4 years of age,Measles
993313,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,547.5,547.53795,2023-11-20T10:11:39Z,01-01-06,31-12-06,South Sudan,Both sexes,0-27 days,Diarrhoeal diseases
993925,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:21:36Z,01-01-00,31-12-00,Burundi,Both sexes,0-27 days,Malaria
